15840094829302,20.0447926,-20.0840192,20.0447926,1
15840094829321,20.0447926,20.0447926,19.9271128,1
15840094829337,-20.0840192,12.552512,20.0447926,1
15840094829352,-20.0840192,-13.4154972,0.392266,1
15840094829367,-8.4729456,-20.0840192,9.414384,1
15840094829383,20.0447926,20.0447926,1.8044236,1
15840094829398,-20.0840192,20.0447926,13.1801376,1
15840094829413,-20.0840192,-7.84532,6.8254284,1
15840094829431,20.0447926,-20.0840192,-3.6088472,1
15840094829447,20.0447926,-20.0840192,1.569064,1
15840094829462,-20.0840192,20.0447926,-12.3171524,1
15840094829478,20.0447926,-20.0840192,20.0447926,1
15840094829493,0.3138128,-20.0840192,20.0447926,1
15840094829509,-20.0840192,-20.0840192,20.0447926,1
15840094829524,-11.2188076,-20.0840192,-2.1966896,1
15840094829539,-13.72931,20.0447926,3.6873004,1
15840094829554,4.6287388,-20.0840192,-1.4906108,1
15840094829570,-20.0840192,20.0447926,18.9072212,1
15840094829586,-16.475172,-6.276256,16.5536252,1
15840094829609,20.0447926,-20.0840192,2.5105024,1
15840094829624,-20.0840192,20.0447926,8.8652116,1
15840094829640,6.668522,-20.0840192,3.0596748,1
15840094829655,-5.1779112,20.0447926,13.4939504,1
15840094829670,13.4939504,-20.0840192,19.2994872,1
15840094829686,20.0447926,20.0447926,-5.099458,1
15840094829702,16.7105316,20.0447926,4.8640984,1
15840094829718,-20.0840192,-12.4740588,0,1
15840094829733,-10.6696352,15.0630144,5.7270836,1
15840094829748,-7.7668668,20.0447926,20.0447926,1
15840094829763,1.176798,-1.4121576,6.276256,1
15840094829779,20.0447926,17.4950636,2.6674088,1
15840094829794,4.2364728,20.0447926,12.3171524,1
15840094829809,20.0447926,8.7083052,20.0447926,1
15840094829825,20.0447926,20.0447926,20.0447926,1
15840094829840,20.0447926,-20.0840192,6.8254284,1
15840094829855,14.9845612,20.0447926,13.337044,1
15840094829870,18.9856744,9.6497436,8.0806796,1
15840094829886,-18.3580488,-14.9845612,20.0447926,1
15840094829901,5.5701772,20.0447926,4.707192,1
15840094829917,-20.0840192,10.8265416,20.0447926,1
15840094829932,-4.7856452,-20.0840192,17.9657828,1
15840094829947,14.8276548,9.2574776,20.0447926,1
15840094829963,12.2386992,-20.0840192,10.3558224,1
15840094829978,6.1193496,20.0447926,6.0408964,1
15840094829993,17.4950636,20.0447926,9.4928372,1
15840094830008,20.0447926,20.0447926,13.4939504,1
15840094830024,20.0447926,-14.3569356,14.0431228,1
15840094830039,-20.0840192,-20.0840192,6.7469752,1
15840094830054,20.0447926,-13.0232312,2.5105024,1
15840094830071,10.7480884,-20.0840192,10.0420096,1
15840094830088,-9.3359308,20.0447926,20.0447926,1
15840094830103,9.8851032,20.0447926,20.0447926,1
15840094830119,20.0447926,20.0447926,17.4166104,1
15840094830134,8.629852,20.0447926,15.7690932,1
15840094830149,15.2199208,-20.0840192,4.0795664,1
15840094830164,16.7105316,-20.0840192,9.5712904,1
15840094830180,-17.4166104,-20.0840192,13.1801376,1
15840094830196,-20.0840192,-20.0840192,2.0397832,1
15840094830211,-2.1966896,-20.0840192,3.8442068,1
15840094830234,20.0447926,-20.0840192,3.6873004,1
15840094830250,20.0447926,-20.0840192,16.2398124,1
15840094830265,-13.72931,-20.0840192,3.92266,1
15840094830281,20.0447926,20.0447926,2.9812216,1
15840094830296,-15.8475464,-20.0840192,7.3746008,1
15840094830311,20.0447926,-11.8464332,20.0447926,1
15840094830327,-20.0840192,20.0447926,6.276256,1
15840094830342,20.0447926,20.0447926,12.4740588,1
15840094830357,20.0447926,20.0447926,20.0447926,1
15840094830373,-20.0840192,20.0447926,18.828768,1
15840094830388,20.0447926,20.0447926,10.1204628,1
15840094830403,20.0447926,-7.7668668,19.9271128,1
15840094830418,-20.0840192,-5.88399,16.7889848,1
15840094830434,-4.3933792,20.0447926,14.3569356,1
15840094830449,20.0447926,20.0447926,19.0641276,1
15840094830465,-20.0840192,20.0447926,20.0447926,1
15840094830481,17.4950636,15.0630144,8.0022264,1
15840094830496,20.0447926,-20.0840192,-1.569064,1
15840094830511,7.453054,-19.3779404,3.6088472,1
15840094830527,20.0447926,16.1613592,10.198916,1
15840094830542,20.0447926,-20.0840192,20.0447926,1
15840094830557,3.6088472,20.0447926,3.2165812,1
15840094830572,18.436502,17.5735168,16.7889848,1
15840094830588,-20.0840192,-20.0840192,0,1
15840094830603,-14.8276548,-20.0840192,8.7867584,1
15840094830618,-20.0840192,-20.0840192,3.7657536,1
15840094830633,-20.0840192,20.0447926,-18.044236,1
15840094830649,1.3337044,-20.0840192,9.4928372,1
15840094830664,-13.4154972,-20.0840192,-6.4331624,1
15840094830680,-17.7304232,20.0447926,8.7867584,1
15840094830695,-12.0033396,20.0447926,18.828768,1
15840094830711,-5.6486304,20.0447926,20.0447926,1
15840094830726,20.0447926,20.0447926,17.5735168,1
15840094830741,-17.0243444,-20.0840192,20.0447926,1
15840094830756,20.0447926,20.0447926,12.160246,1
