,loadNum,pwm,rms1xr,rms1yr,rms1zr,kurt1xr,kurt1yr,kurt1zr,skew1xr,skew1yr,skew1zr,crest1xr,crest1yr,crest1zr,p2p1xr,p2p1yr,p2p1zr,rms1xp,rms1yp,rms1zp,kurt1xp,kurt1yp,kurt1zp,skew1xp,skew1yp,skew1zp,crest1xp,crest1yp,crest1zp,p2p1xp,p2p1yp,p2p1zp
697,2.0,150.05966248037674,8.056706563710712,13.801995411517849,10.73751944072152,0.057660097437917446,-0.6162648477656718,-1.1727332207695231,-0.20920782246218977,-0.9595811192818313,-0.07269950006183279,1.8939884552695174,1.1625389546860962,1.490953329503351,25.3568115,31.9472655,31.9541015,8.833201885223389,13.751410484313965,10.743741750717163,-0.26494576036930084,-1.5413481891155243,-1.0635690838098526,-0.20191772747784853,-0.9962817579507828,0.022544313222169876,1.869862973690033,1.003750205039978,1.4246050715446472,24.667876958847046,32.84040355682373,31.203500747680664
698,2.0,188.07510204081632,8.058134003108243,14.158454212232767,11.335530040297513,-0.21930015291433747,0.9716321551606526,-1.36139114966505,-0.2231358048546048,-1.4852009735605605,-0.03285163062596552,1.9847216207771305,1.1308172589403704,1.4437550720272734,26.23168975,30.43713375,29.58557125,8.431620478630066,14.007950067520142,11.525363683700562,-0.4033801229670644,-0.7607081308960915,-1.3231601417064667,-0.05588435102254152,-1.2841430604457855,-0.07105213589966297,2.0488049685955048,1.0617488324642181,1.3599455654621124,25.941720485687256,31.623290538787842,30.219855308532715
699,2.0,222.1769887955182,9.411162183490937,14.942616577719146,12.300150959614196,-1.0600014954853847,7.53488237883298,-0.9766036407663004,-0.2009978488755258,-2.751221262296375,-0.6511289206172406,1.7103926602827852,1.0748735725481626,1.3051539105028325,22.964844,31.9194335,31.93176275,9.7753746509552,14.921868562698364,12.328688621520996,-0.7911837846040726,8.3594960719347,-1.0126499980688095,-0.2008126862347126,-2.9434368312358856,-0.2872008718550205,1.8152244985103607,0.947782039642334,1.369068294763565,23.934990882873535,32.76282596588135,32.47843933105469
700,2.0,198.9465306122449,8.435134045452122,14.94474605858418,11.038021933624727,-0.4524659831936412,2.9607354990963097,-1.0927918174859799,-0.18412146084126402,-2.0378332299351234,-0.21903911432106937,1.9171673398756317,1.0731892608305,1.4658834831771759,26.068603999999997,31.20129375,31.68017575,8.858189344406128,14.937829732894897,11.507160663604736,-0.6183834820985794,3.0841100588440895,-1.2902331054210663,-0.2755876602604985,-2.0790840685367584,-0.27991464734077454,1.8887231051921844,0.8941595554351807,1.3590559661388397,24.319292545318604,31.86057424545288,32.18044471740723
701,2.0,200.095,9.205832486902933,15.144490162670433,11.086925647838202,-0.5791991484190984,5.619715252730677,-1.1961831341905689,-0.38488952969207124,-2.5955419835807554,-0.2269794858112243,1.7393114235281026,1.0572875457273458,1.4579120834110204,24.959106749999997,30.444580000000002,31.939453,9.088742017745972,15.211184024810791,11.408095598220825,-0.6692626178264618,5.808061361312866,-1.0931441187858582,-0.23471208289265633,-2.4655163288116455,-0.15686909668147564,1.8241951167583466,0.9149861335754395,1.3678037524223328,24.51737689971924,30.425187587738037,31.796061515808105
702,2.0,197.49,8.665973694576753,15.028064733111199,11.237492050035671,-0.8076624360804121,4.096229644389243,-1.268143025209821,0.09826827771967309,-2.3080946782079392,-0.2062706997464837,1.8785740342700656,1.0655503741817431,1.425389563879797,20.03772,28.34960925,30.6674805,9.143793106079102,15.277245044708252,11.435108661651611,-0.6630826592445374,8.419474363327026,-1.1818980276584625,-0.18145956099033356,-2.8637185096740723,-0.07953111175447702,1.7820378243923187,0.9030309766530991,1.3690259158611298,22.534598350524902,27.8862042427063,31.599709510803223
703,2.0,198.09284313725493,8.337009820718862,15.094110911664782,11.088342335694094,-0.7334822840057524,3.558822050142055,-1.2110167118826398,0.1489900014280173,-2.181023205217468,-0.09177214447465083,1.9246732204326125,1.0610442807123337,1.4463024003845029,21.76220725,29.352173,31.966919250000004,8.94883108139038,15.358001947402954,11.42141580581665,-0.7547182440757751,8.572082042694092,-1.1522797346115112,-0.12529756128787994,-2.9352625608444214,-0.04882881976664066,1.8132412135601044,0.9524040818214417,1.3642703592777252,21.911595344543457,27.733757972717285,31.632600784301758
704,2.0,198.70581632653062,9.597313975914854,15.491327949900947,11.295022192822648,-0.7826805198236829,14.221472410093421,-1.0868825495713557,-0.29523413563595013,-3.531356605634817,-0.21692911436364803,1.6679793423566054,1.0339749496248651,1.4282692810877027,25.33496125,24.30383275,31.60876475,9.349415302276611,15.379398107528687,11.379322528839111,-0.7064576745033264,7.93340802192688,-1.1256751120090485,-0.12776483595371246,-2.8840911388397217,-0.14948111586272717,1.7607187032699585,0.9111074060201645,1.3845579624176025,23.191168308258057,28.504377841949463,31.793356895446777
705,2.0,200.92000000000002,8.48398474036981,15.118428344109693,11.136679068135601,-0.2740082839810679,5.396830469898219,-1.3474873713585747,-0.3912314661006905,-2.4820922085292194,-0.1540576670135541,1.8925894938193148,1.0585906479118532,1.4389182650610557,24.52648925,27.737793,31.4886475,9.337467432022095,15.149604082107544,11.541023254394531,-0.6272664368152618,6.513267636299133,-1.1350173652172089,-0.1938926726579666,-2.6300973892211914,-0.14885997585952282,1.7541522681713104,0.9103821814060211,1.3645324409008026,24.40552806854248,29.280442714691162,31.811827182769775
706,2.0,189.4501960784314,8.950765639442288,15.05416865292113,10.82272521330518,-0.46069265481029753,9.867654542372529,-1.0580606230450433,-0.38978301733431975,-3.0916269498817464,-0.15955542009791254,1.8014830153397818,1.0634649491654,1.4953852092575437,25.86718775,27.49084475,31.30517575,9.169163465499878,15.109642744064331,11.295961856842041,-0.7015627920627594,8.396189093589783,-1.1363393366336823,-0.15421749651432037,-2.886326491832733,-0.07498807646334171,1.8367852866649628,0.9881599694490433,1.3989028632640839,24.476704120635986,28.867162227630615,31.958837509155273
707,2.0,197.85642276422766,9.504364993475841,15.76361719443056,11.59766051844679,-1.0425209699754783,8.503253036349477,-1.032252933836253,-0.15841311991414714,-2.9867866371394354,-0.3893579106527544,1.685386670381447,1.0151084932159073,1.3826361885853564,21.053345,31.96142575,31.95361325,9.130223512649536,15.429597616195679,11.478575944900513,-0.7324735522270203,8.393660545349121,-1.152015060186386,-0.127788707613945,-2.9492351412773132,-0.12696943990886211,1.8029736280441284,0.9330030083656311,1.3716838657855988,22.968173503875732,28.425508975982666,31.99278163909912
