,rms1y,kurt1y,skew1y,crest1y,HI,HIs,HIss
0,13.96678037338777,0.30108818806043297,-1.3225602520131208,1.1455753990723814,-3.8398954173324222,-3.8398954173324222,0.06364116281003568
1,12.560568494801286,-1.1591468776146965,-0.5628849532957658,1.273827693915468,-5.257532313043872,-4.566888697184448,0.007775764302620003
2,13.389829782613225,-0.7267982815339482,-0.9167443002777371,1.1949367736381606,-4.855528511343122,-4.668077063234815,0.0
3,13.635523566358586,0.8823285623138881,-1.4307407289713496,1.1734056211435129,-3.230693343644934,-4.280629044207251,0.029773229799716028
4,14.811147207521415,1.0157107243325214,-1.6233986762754369,1.0802674347787766,-3.1623134504949624,-4.0334536776944745,0.048767284812526346
5,14.483168375635518,0.5876000525100107,-1.4865245951738069,1.1047306490557818,-3.5768203903013887,-3.9472665676678274,0.05539028585157468
6,13.507931310287907,-0.1695510732546106,-1.0999773708801743,1.1844892924362211,-4.294664441906714,-4.004847082219412,0.05096554289887356
7,14.451628078377494,-0.16333776926938892,-1.2359822201597204,1.1071416945706745,-4.341596963238775,-4.054872382672003,0.047121376215783994
8,13.823038534112385,0.016737738866144714,-1.2178976963441457,1.1574879112515912,-4.121326375138112,-4.063858709430348,0.04643082688144212
9,14.776622928998654,1.9430385002953503,-1.8626338993624407,1.0827913845321524,-2.2185563055755244,-3.8339219691343027,0.06410018914948035
10,13.515679780819545,-0.3833396527802151,-1.0241101833395445,1.1838102307444438,-4.513893013275602,-3.9127683501239354,0.058041282393492266
11,14.062763619750076,0.2568863468635949,-1.3253177085769152,1.1377564490616354,-3.890143927400805,-3.910307247191416,0.05823040449393446
12,13.35766997458665,0.30405050327131544,-1.243464026968112,1.197813692840178,-3.8019453960477017,-3.899173980124279,0.05908593427478981
13,14.046502848640197,-0.04970218723255515,-1.2269241384441514,1.1390735596190704,-4.201838947445907,-3.9287123546896194,0.056816074137031825
