1417546.00000000,-1.00537109,0.33349609,0.74609375
1141141.00000000,0.02856445,0.34252930,0.72509766
1135099.00000000,0.75073242,0.21289062,1.06835938
1157390.00000000,0.93432617,-0.30078125,1.54296875
1143275.00000000,0.08227539,-0.42456055,1.55493164
1146505.00000000,-0.59472656,-0.24511719,1.39282227
1145360.00000000,-1.01171875,0.12548828,0.71875000
1153640.00000000,-0.66625977,0.32226562,0.64624023
1154734.00000000,0.65673828,0.16674805,0.92114258
1395774.00000000,0.95166016,-0.07739258,1.52636719
1173068.00000000,0.74731445,-0.40771484,1.47802734
1143849.00000000,-0.64721680,-0.21020508,1.38842773
1161140.00000000,-1.09472656,0.18554688,0.61230469
1917334.00000000,0.28466797,0.30810547,0.73828125
1339733.00000000,0.99316406,-0.12231445,1.48046875
1118588.00000000,0.67065430,-0.39379883,1.50805664
1129317.00000000,-0.79370117,-0.15600586,1.30200195
1353171.00000000,-1.06494141,0.39135742,0.59375000
1137547.00000000,0.38330078,0.30761719,0.69873047
1217494.00000000,0.83618164,0.10375977,1.01928711
1127078.00000000,0.90380859,-0.15991211,1.49023438
1137338.00000000,0.57080078,-0.37768555,1.43530273
1088640.00000000,-0.81420898,-0.13452148,1.27661133
1091505.00000000,-1.06005859,0.24633789,0.93066406
1085099.00000000,-0.36889648,0.40332031,0.69799805
1082234.00000000,0.45336914,0.28344727,1.10107422
1085829.00000000,0.91162109,-0.17626953,1.37646484
1084630.00000000,0.44653320,-0.38183594,1.51855469
1086662.00000000,-0.22827148,-0.36767578,1.46508789
1088537.00000000,-0.82983398,-0.07446289,1.21484375
1201765.00000000,-1.00366211,0.28979492,0.62817383
1110672.00000000,-0.28955078,0.25195312,0.75878906
1203692.00000000,0.94067383,0.04467773,1.11035156
5246850.00000000,-0.97314453,0.30175781,0.64135742
1251348.00000000,0.65234375,0.23657227,0.77148438
1240984.00000000,0.96606445,0.02636719,1.46069336
1185411.00000000,0.22973633,-0.41870117,1.53515625
1169890.00000000,-0.36547852,0.00561523,1.04321289
1149266.00000000,-0.89086914,0.36108398,0.84326172
1393691.00000000,-0.07397461,0.18383789,0.76440430
1115151.00000000,0.98754883,-0.02685547,1.16577148
1325671.00000000,0.71533203,-0.41088867,1.52514648
1146661.00000000,-0.45849609,-0.31835938,1.36621094
1150932.00000000,-0.95385742,0.06030273,0.77465820
1149057.00000000,-0.80566406,0.38427734,0.66113281
1205464.00000000,0.75634766,0.15307617,0.87377930
1361192.00000000,0.70190430,-0.25219727,1.52319336
1257494.00000000,0.11279297,-0.27685547,1.35986328
1135880.00000000,-1.02197266,0.11157227,0.92553711
1325410.00000000,-0.69506836,0.33544922,0.70410156
1092026.00000000,0.78491211,0.15942383,0.91845703
1092234.00000000,0.82153320,-0.07470703,1.17114258
1096610.00000000,0.67187500,-0.33764648,1.54101562
1094630.00000000,0.00073242,-0.19580078,1.24121094
1122338.00000000,-1.01000977,0.17602539,0.91430664
1287494.00000000,-0.62670898,0.38769531,0.69335938
1132703.00000000,0.28344727,0.12524414,0.91503906
1134474.00000000,0.92163086,-0.11352539,1.26293945
1162391.00000000,0.61352539,-0.34863281,1.58837891
1304265.00000000,-0.07861328,-0.40600586,1.24218750
1152807.00000000,-1.02807617,0.19946289,0.87133789
1146817.00000000,-0.51806641,0.40112305,0.73657227
1200203.00000000,0.42602539,0.08789062,0.98144531
1116609.00000000,0.90185547,-0.15649414,1.34179688
1107547.00000000,0.54223633,-0.36523438,1.51440430
1114526.00000000,-0.12426758,-0.13134766,1.18164062
1112599.00000000,-1.03833008,0.24951172,0.85473633
1109683.00000000,-0.38281250,0.38525391,0.65258789
1109787.00000000,0.48144531,0.28149414,1.01562500
1105880.00000000,0.85180664,-0.18408203,1.37084961
1295098.00000000,0.46240234,-0.38183594,1.55786133
1307182.00000000,-0.24047852,-0.34741211,1.16748047
1637440.00000000,-0.84057617,0.27490234,0.78344727
1138432.00000000,-0.33129883,0.26098633,0.80419922
1121349.00000000,1.00000000,0.03588867,1.07421875
985569.00000000,0.85302734,-0.19873047,1.39550781
962912.00000000,0.27514648,-0.40112305,1.57763672
964006.00000000,-0.38452148,-0.32666016,1.45922852
1052391.00000000,-0.84887695,-0.03393555,1.09790039
967183.00000000,-0.88598633,0.31445312,0.66943359
1037131.00000000,-0.17504883,0.22192383,0.78002930
974683.00000000,0.59765625,-0.01245117,1.07128906
962288.00000000,0.96484375,-0.22802734,1.46118164
968694.00000000,0.82592773,-0.39428711,1.59814453
959267.00000000,-0.39819336,-0.31689453,1.36352539
965308.00000000,-0.91528320,0.02075195,1.05346680
1164786.00000000,-0.88647461,0.37011719,0.79248047
958173.00000000,-0.06079102,0.37500000,0.64428711
1014683.00000000,0.63989258,0.17382812,0.79687500
937339.00000000,1.01635742,-0.04711914,1.17309570
939058.00000000,0.78051758,-0.25195312,1.53369141
936558.00000000,0.15869141,-0.37841797,1.51806641
970985.00000000,-0.49829102,-0.28833008,1.37866211
967496.00000000,-1.01074219,0.05468750,0.72998047
965881.00000000,-0.80273438,0.38427734,0.64111328
952079.00000000,0.10424805,0.37597656,0.94555664
952183.00000000,0.75512695,0.15844727,1.19287109
945933.00000000,0.98046875,-0.07495117,1.47607422
935516.00000000,0.64331055,-0.28417969,1.47656250
936454.00000000,0.09301758,-0.39941406,1.53857422
998849.00000000,-0.48486328,-0.25463867,0.92309570
988797.00000000,-1.08935547,0.13500977,0.64160156
950464.00000000,-0.79052734,0.40380859,0.71044922
950673.00000000,0.23706055,0.33349609,0.98681641
951090.00000000,0.89868164,0.11547852,1.14086914
1049943.00000000,0.93579102,-0.09130859,1.52954102
961090.00000000,0.54516602,-0.42822266,1.60937500
1156922.00000000,-0.59497070,-0.20922852,1.31958008
954527.00000000,-1.07299805,0.18603516,0.82202148
952808.00000000,-0.62573242,0.40649414,0.71191406
951193.00000000,0.37988281,0.31127930,0.76342773
952078.00000000,0.86596680,0.11889648,0.94116211
955933.00000000,0.88305664,-0.13818359,1.22875977
958329.00000000,0.54833984,-0.35034180,1.57153320
952339.00000000,-0.07202148,-0.38891602,1.55957031
954266.00000000,-0.70922852,-0.14868164,1.24121094
949787.00000000,-1.06591797,0.22143555,0.84472656
936454.00000000,-0.51977539,0.38159180,0.65087891
935412.00000000,0.45849609,0.29833984,0.76367188
934787.00000000,0.92724609,0.09301758,0.96801758
934371.00000000,0.90893555,-0.16113281,1.39062500
937600.00000000,0.90893555,-0.40747070,1.51684570
936350.00000000,0.44287109,-0.35961914,1.47827148
936350.00000000,-0.26074219,-0.10205078,1.20410156
935413.00000000,-0.72900391,0.28906250,0.86499023
935985.00000000,-0.94482422,0.37963867,0.60253906
1018225.00000000,-0.38891602,0.27416992,0.78198242
935360.00000000,0.43676758,0.04101562,1.02490234
936298.00000000,0.91113281,-0.19873047,1.37573242
935568.00000000,0.97338867,-0.39038086,1.58422852
934162.00000000,0.41381836,-0.33129883,1.48193359
940048.00000000,-0.38305664,-0.05444336,1.09716797
935517.00000000,-0.84838867,0.30468750,0.78466797
